trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
350,False,"{'a': 0.037142857142857144, 'e': 0.02857142857142857}",20,10,49.51970511170396,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
351,False,"{'a': 0.037037037037037035, 'e': 0.02849002849002849}",25,0,43.85525276446966,"{0: 24, 1: 1, 2: 0, 3: 0, 4: 0}",0
352,False,"{'a': 0.036931818181818184, 'e': 0.028409090909090908}",30,22,35.27054656435297,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
353,False,"{'a': 0.036827195467422094, 'e': 0.028328611898016998}",30,19,-5.512982715830007,"{0: 9, 1: 1, 2: 0, 3: 1, 4: 0}",1
354,False,"{'a': 0.03672316384180791, 'e': 0.02824858757062147}",20,16,32.06113012333342,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
355,False,"{'a': 0.036619718309859155, 'e': 0.028169014084507043}",25,4,25.724141406536987,"{0: 19, 1: 0, 2: 2, 3: 0, 4: 0}",1
356,False,"{'a': 0.03651685393258427, 'e': 0.028089887640449437}",30,19,60.743251972646604,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
357,False,"{'a': 0.036414565826330535, 'e': 0.028011204481792718}",30,20,43.61957768634509,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
358,False,"{'a': 0.036312849162011177, 'e': 0.027932960893854747}",20,8,31.230316551755585,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
359,False,"{'a': 0.036211699164345405, 'e': 0.027855153203342618}",20,12,29.963821009238522,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
360,False,"{'a': 0.03611111111111111, 'e': 0.027777777777777776}",20,12,26.49774510792209,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
361,False,"{'a': 0.036011080332409975, 'e': 0.027700831024930747}",25,19,36.931968251466905,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
362,False,"{'a': 0.03591160220994475, 'e': 0.027624309392265192}",25,16,54.270961118649794,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
363,False,"{'a': 0.03581267217630854, 'e': 0.027548209366391185}",20,6,26.878987756194398,"{0: 13, 1: 0, 2: 0, 3: 1, 4: 0}",1
364,False,"{'a': 0.03571428571428571, 'e': 0.027472527472527472}",20,16,29.18616215148554,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
365,False,"{'a': 0.03561643835616438, 'e': 0.0273972602739726}",20,6,-17.004328761094918,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
366,False,"{'a': 0.03551912568306011, 'e': 0.0273224043715847}",35,20,66.58268979678165,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
367,False,"{'a': 0.035422343324250684, 'e': 0.027247956403269755}",20,7,50.56081297460748,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
368,False,"{'a': 0.035326086956521736, 'e': 0.02717391304347826}",20,16,32.88421754215411,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
369,False,"{'a': 0.03523035230352303, 'e': 0.02710027100271003}",20,14,28.581034013973785,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
370,False,"{'a': 0.03513513513513514, 'e': 0.02702702702702703}",30,24,47.85710724821219,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
371,False,"{'a': 0.03504043126684636, 'e': 0.026954177897574125}",20,3,17.16163738307085,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 1}",1
372,False,"{'a': 0.03494623655913978, 'e': 0.026881720430107527}",20,15,31.334883040560598,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
373,False,"{'a': 0.03485254691689008, 'e': 0.02680965147453083}",25,0,-5.5913612933657175,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 1}",0
374,False,"{'a': 0.034759358288770054, 'e': 0.026737967914438502}",20,16,31.87903664449241,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
375,False,"{'a': 0.034666666666666665, 'e': 0.02666666666666667}",20,8,51.71455907458217,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
376,False,"{'a': 0.034574468085106384, 'e': 0.026595744680851064}",30,20,33.76837755816287,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
377,False,"{'a': 0.034482758620689655, 'e': 0.026525198938992044}",30,0,39.035791558359804,"{0: 29, 1: 1, 2: 0, 3: 0, 4: 0}",0
378,False,"{'a': 0.03439153439153439, 'e': 0.026455026455026454}",20,0,-53.382670283731294,"{0: 16, 1: 1, 2: 1, 3: 2, 4: 0}",0
379,False,"{'a': 0.03430079155672823, 'e': 0.026385224274406333}",20,9,2.2223529484944233,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
380,False,"{'a': 0.034210526315789476, 'e': 0.02631578947368421}",20,5,5.447595404938482,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 1}",1
381,False,"{'a': 0.03412073490813648, 'e': 0.026246719160104987}",30,20,43.966011811150366,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
382,False,"{'a': 0.034031413612565446, 'e': 0.02617801047120419}",25,15,12.2498713577439,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
383,False,"{'a': 0.033942558746736295, 'e': 0.02610966057441253}",20,4,57.532036583313534,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
384,False,"{'a': 0.033854166666666664, 'e': 0.026041666666666668}",20,6,-21.80945057274868,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 1}",1
385,False,"{'a': 0.033766233766233764, 'e': 0.025974025974025976}",20,4,61.31865410991532,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 0}",1
386,False,"{'a': 0.03367875647668394, 'e': 0.025906735751295335}",20,16,21.400478001646675,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
387,False,"{'a': 0.03359173126614987, 'e': 0.025839793281653745}",20,13,28.570464312750218,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
388,False,"{'a': 0.03350515463917526, 'e': 0.02577319587628866}",25,17,37.339488616488644,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
389,False,"{'a': 0.033419023136246784, 'e': 0.02570694087403599}",20,15,23.314509224169864,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
390,False,"{'a': 0.03333333333333333, 'e': 0.02564102564102564}",20,10,34.83817559678212,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
391,False,"{'a': 0.03324808184143223, 'e': 0.02557544757033248}",25,15,-63.65477260160484,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 2}",1
392,False,"{'a': 0.03316326530612245, 'e': 0.025510204081632654}",20,13,49.626089238973606,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
393,False,"{'a': 0.03307888040712468, 'e': 0.02544529262086514}",20,14,30.478564680082055,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
394,False,"{'a': 0.03299492385786802, 'e': 0.025380710659898477}",30,17,65.71509586329107,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
395,False,"{'a': 0.03291139240506329, 'e': 0.02531645569620253}",35,28,49.50272677451015,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
396,False,"{'a': 0.03282828282828283, 'e': 0.025252525252525252}",25,16,38.25483885997902,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
397,False,"{'a': 0.0327455919395466, 'e': 0.02518891687657431}",20,16,31.777392398688942,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
398,False,"{'a': 0.032663316582914576, 'e': 0.02512562814070352}",30,12,63.26098170075487,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
399,False,"{'a': 0.03258145363408521, 'e': 0.02506265664160401}",20,12,21.21945911530603,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
400,False,"{'a': 0.0325, 'e': 0.025}",30,18,4.172591061162506,"{0: 11, 1: 0, 2: 0, 3: 1, 4: 0}",1
401,False,"{'a': 0.032418952618453865, 'e': 0.02493765586034913}",20,12,21.318092223367696,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
402,False,"{'a': 0.03233830845771144, 'e': 0.024875621890547265}",20,12,28.121777643893797,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
403,False,"{'a': 0.03225806451612903, 'e': 0.02481389578163772}",20,0,65.46163207269838,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
404,False,"{'a': 0.03217821782178218, 'e': 0.024752475247524754}",20,7,69.15347347717321,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
405,False,"{'a': 0.03209876543209877, 'e': 0.024691358024691357}",25,0,101.3425235861597,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
406,False,"{'a': 0.03201970443349754, 'e': 0.024630541871921183}",25,18,44.989951363506165,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
407,False,"{'a': 0.03194103194103194, 'e': 0.02457002457002457}",20,16,29.717748154917402,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
408,False,"{'a': 0.031862745098039214, 'e': 0.024509803921568627}",20,9,30.888097736009374,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
409,False,"{'a': 0.03178484107579462, 'e': 0.02444987775061125}",35,22,66.50221657673241,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
410,False,"{'a': 0.03170731707317073, 'e': 0.024390243902439025}",25,13,33.80994867566618,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
411,False,"{'a': 0.031630170316301706, 'e': 0.024330900243309004}",20,8,40.055580154189734,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
412,False,"{'a': 0.03155339805825243, 'e': 0.024271844660194174}",25,9,47.1233536874966,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
413,False,"{'a': 0.031476997578692496, 'e': 0.024213075060532687}",20,12,-3.2317307602152514,"{0: 7, 1: 0, 2: 0, 3: 1, 4: 0}",1
414,False,"{'a': 0.03140096618357488, 'e': 0.024154589371980676}",35,25,-13.239219743685695,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
415,False,"{'a': 0.03132530120481928, 'e': 0.024096385542168676}",20,13,17.097106067815208,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
416,False,"{'a': 0.03125, 'e': 0.02403846153846154}",25,20,31.155663575782103,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
417,False,"{'a': 0.03117505995203837, 'e': 0.023980815347721823}",25,18,36.927776511497385,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
418,False,"{'a': 0.03110047846889952, 'e': 0.023923444976076555}",25,16,34.43706556386354,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
419,False,"{'a': 0.031026252983293555, 'e': 0.02386634844868735}",20,14,30.839025749184962,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
420,False,"{'a': 0.030952380952380953, 'e': 0.023809523809523808}",25,15,34.975601374093955,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
421,False,"{'a': 0.030878859857482184, 'e': 0.023752969121140142}",25,15,49.67961531025274,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
422,False,"{'a': 0.030805687203791468, 'e': 0.023696682464454975}",20,14,37.7526110827317,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
423,False,"{'a': 0.030732860520094562, 'e': 0.02364066193853428}",20,16,32.942967186770176,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
424,False,"{'a': 0.030660377358490566, 'e': 0.02358490566037736}",20,14,27.49033206544839,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
425,False,"{'a': 0.03058823529411765, 'e': 0.023529411764705882}",25,11,39.924430817322055,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
426,False,"{'a': 0.03051643192488263, 'e': 0.023474178403755867}",25,20,31.171098165642952,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
427,False,"{'a': 0.03044496487119438, 'e': 0.0234192037470726}",25,14,18.10039803948866,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
428,False,"{'a': 0.030373831775700934, 'e': 0.02336448598130841}",20,9,24.59639633902747,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
429,False,"{'a': 0.030303030303030304, 'e': 0.023310023310023312}",20,13,28.40213613272747,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
430,False,"{'a': 0.030232558139534883, 'e': 0.023255813953488372}",25,18,31.746674906344047,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
431,False,"{'a': 0.030162412993039442, 'e': 0.02320185614849188}",25,12,54.61650415103375,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
432,False,"{'a': 0.03009259259259259, 'e': 0.023148148148148147}",20,16,28.89010966684025,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
433,False,"{'a': 0.03002309468822171, 'e': 0.023094688221709007}",30,20,71.66634192550612,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
434,False,"{'a': 0.029953917050691243, 'e': 0.02304147465437788}",20,10,56.333585856692885,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
435,False,"{'a': 0.029885057471264367, 'e': 0.022988505747126436}",30,2,57.91272564337124,"{0: 28, 1: 0, 2: 0, 3: 0, 4: 0}",1
436,False,"{'a': 0.02981651376146789, 'e': 0.022935779816513763}",20,15,33.2221266880858,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
437,False,"{'a': 0.029748283752860413, 'e': 0.02288329519450801}",20,15,2.7646759042540987,"{0: 4, 1: 0, 2: 1, 3: 0, 4: 0}",1
438,False,"{'a': 0.02968036529680365, 'e': 0.0228310502283105}",20,10,-3.948409689175233,"{0: 9, 1: 0, 2: 0, 3: 1, 4: 0}",1
439,False,"{'a': 0.029612756264236904, 'e': 0.022779043280182234}",30,0,-44.3845691209563,"{0: 27, 1: 0, 2: 0, 3: 2, 4: 1}",1
440,False,"{'a': 0.029545454545454545, 'e': 0.022727272727272728}",30,17,20.765630965781746,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
441,False,"{'a': 0.02947845804988662, 'e': 0.022675736961451247}",20,10,54.813346692030734,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
442,False,"{'a': 0.029411764705882353, 'e': 0.02262443438914027}",25,15,33.97627979143134,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
443,False,"{'a': 0.029345372460496615, 'e': 0.022573363431151242}",20,13,-22.381041323669105,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 1}",1
444,False,"{'a': 0.02927927927927928, 'e': 0.02252252252252252}",25,20,29.045624015538195,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
445,False,"{'a': 0.029213483146067417, 'e': 0.02247191011235955}",35,18,65.70637799031199,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
446,False,"{'a': 0.02914798206278027, 'e': 0.02242152466367713}",20,14,27.849185165220693,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
447,False,"{'a': 0.029082774049217, 'e': 0.02237136465324385}",30,7,13.283964548371543,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 1}",1
448,False,"{'a': 0.029017857142857144, 'e': 0.022321428571428572}",25,16,27.69109576482714,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
449,False,"{'a': 0.028953229398663696, 'e': 0.022271714922048998}",25,18,48.491896661031916,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
450,False,"{'a': 0.028888888888888888, 'e': 0.022222222222222223}",20,15,30.51690694497111,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
451,False,"{'a': 0.028824833702882482, 'e': 0.022172949002217297}",25,12,53.56426589758219,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
452,False,"{'a': 0.028761061946902654, 'e': 0.022123893805309734}",25,15,37.877885008838795,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
453,False,"{'a': 0.02869757174392936, 'e': 0.02207505518763797}",25,7,73.42712862806603,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
454,False,"{'a': 0.028634361233480177, 'e': 0.022026431718061675}",20,9,5.362774580553765,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
455,False,"{'a': 0.02857142857142857, 'e': 0.02197802197802198}",30,17,22.628838488372047,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
456,False,"{'a': 0.02850877192982456, 'e': 0.021929824561403508}",25,0,4.993094241125146,"{0: 23, 1: 1, 2: 0, 3: 1, 4: 0}",0
457,False,"{'a': 0.028446389496717725, 'e': 0.02188183807439825}",20,12,37.21309518594649,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
458,False,"{'a': 0.028384279475982533, 'e': 0.021834061135371178}",25,7,75.29158985584893,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
459,False,"{'a': 0.02832244008714597, 'e': 0.02178649237472767}",25,12,46.94882188599617,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
460,False,"{'a': 0.02826086956521739, 'e': 0.021739130434782608}",35,27,56.42187642066253,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
461,False,"{'a': 0.028199566160520606, 'e': 0.021691973969631236}",20,5,50.83591306236834,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
462,False,"{'a': 0.02813852813852814, 'e': 0.021645021645021644}",30,13,47.9624832428742,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
463,False,"{'a': 0.028077753779697623, 'e': 0.02159827213822894}",20,14,38.216458317893476,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
464,False,"{'a': 0.028017241379310345, 'e': 0.021551724137931036}",20,9,50.02515170339217,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
465,False,"{'a': 0.02795698924731183, 'e': 0.021505376344086023}",25,20,32.375586919339774,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
466,False,"{'a': 0.027896995708154508, 'e': 0.02145922746781116}",30,23,21.26772581215511,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
467,False,"{'a': 0.027837259100642397, 'e': 0.021413276231263382}",25,12,1.2684720588896834,"{0: 12, 1: 0, 2: 0, 3: 1, 4: 0}",1
468,False,"{'a': 0.027777777777777776, 'e': 0.021367521367521368}",20,16,22.499826331950427,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
469,False,"{'a': 0.02771855010660981, 'e': 0.021321961620469083}",25,20,30.088267843656794,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
470,False,"{'a': 0.027659574468085105, 'e': 0.02127659574468085}",25,13,2.165262038342874,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
471,False,"{'a': 0.027600849256900213, 'e': 0.021231422505307854}",20,16,31.218960224100798,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
472,False,"{'a': 0.02754237288135593, 'e': 0.0211864406779661}",25,20,42.44237642256443,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
473,False,"{'a': 0.02748414376321353, 'e': 0.021141649048625793}",25,16,42.36127025686568,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
474,False,"{'a': 0.027426160337552744, 'e': 0.02109704641350211}",25,19,39.79970689202151,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
475,False,"{'a': 0.02736842105263158, 'e': 0.021052631578947368}",25,10,-7.186614000573899,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 1}",1
476,False,"{'a': 0.0273109243697479, 'e': 0.02100840336134454}",20,16,32.821701398894305,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
477,False,"{'a': 0.027253668763102725, 'e': 0.020964360587002098}",25,0,3.5465891999443784,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 1}",1
478,False,"{'a': 0.027196652719665274, 'e': 0.02092050209205021}",25,1,76.95973298473825,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
479,False,"{'a': 0.027139874739039668, 'e': 0.020876826722338204}",25,20,30.963900703207184,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
480,False,"{'a': 0.027083333333333334, 'e': 0.020833333333333332}",25,16,32.514277920695356,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
481,False,"{'a': 0.02702702702702703, 'e': 0.02079002079002079}",25,8,6.93741582563876,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 1}",1
482,False,"{'a': 0.026970954356846474, 'e': 0.02074688796680498}",20,12,27.571165315103848,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
483,False,"{'a': 0.026915113871635612, 'e': 0.020703933747412008}",20,7,-7.341791599662098,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 1}",1
484,False,"{'a': 0.026859504132231406, 'e': 0.02066115702479339}",25,17,-18.33198018859875,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 1}",1
485,False,"{'a': 0.026804123711340205, 'e': 0.020618556701030927}",20,0,86.39686298749065,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
486,False,"{'a': 0.026748971193415638, 'e': 0.0205761316872428}",20,14,20.257597386796014,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
487,False,"{'a': 0.026694045174537988, 'e': 0.02053388090349076}",25,17,39.68594273944133,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
488,False,"{'a': 0.02663934426229508, 'e': 0.020491803278688523}",20,12,53.72557937926008,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
489,False,"{'a': 0.026584867075664622, 'e': 0.02044989775051125}",35,17,19.302119539597776,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 1}",1
490,False,"{'a': 0.026530612244897958, 'e': 0.02040816326530612}",20,14,29.601210768222423,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
491,False,"{'a': 0.026476578411405296, 'e': 0.020366598778004074}",35,7,69.10795882201641,"{0: 28, 1: 0, 2: 0, 3: 0, 4: 0}",1
492,False,"{'a': 0.026422764227642278, 'e': 0.02032520325203252}",25,6,89.88723504455352,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
493,False,"{'a': 0.02636916835699797, 'e': 0.02028397565922921}",30,17,27.774136696700623,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
494,False,"{'a': 0.02631578947368421, 'e': 0.020242914979757085}",30,9,-29.702146872780233,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 2}",1
495,False,"{'a': 0.026262626262626262, 'e': 0.020202020202020204}",25,19,40.07288597331949,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
496,False,"{'a': 0.02620967741935484, 'e': 0.020161290322580645}",25,0,68.95506018502614,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
497,False,"{'a': 0.026156941649899398, 'e': 0.02012072434607646}",20,4,34.07423186286227,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 1}",1
498,False,"{'a': 0.02610441767068273, 'e': 0.020080321285140562}",20,7,0.7589856098592271,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 1}",1
499,False,"{'a': 0.026052104208416832, 'e': 0.02004008016032064}",20,12,36.872753537175015,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
500,False,"{'a': 0.026, 'e': 0.02}",20,7,35.52399906453631,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
501,False,"{'a': 0.02594810379241517, 'e': 0.01996007984031936}",30,20,33.33097550298456,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
502,False,"{'a': 0.025896414342629483, 'e': 0.0199203187250996}",25,13,31.656871887332013,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
503,False,"{'a': 0.02584493041749503, 'e': 0.019880715705765408}",20,8,37.90018800302675,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
504,False,"{'a': 0.025793650793650792, 'e': 0.01984126984126984}",35,19,38.4803655752286,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
505,False,"{'a': 0.02574257425742574, 'e': 0.019801980198019802}",25,16,41.11338715332163,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
506,False,"{'a': 0.025691699604743084, 'e': 0.019762845849802372}",20,4,50.245542791114644,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
507,False,"{'a': 0.02564102564102564, 'e': 0.01972386587771203}",20,6,20.894195826263207,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
508,False,"{'a': 0.025590551181102362, 'e': 0.01968503937007874}",20,16,29.64842851887642,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
509,False,"{'a': 0.025540275049115914, 'e': 0.019646365422396856}",20,2,5.987035908070606,"{0: 17, 1: 0, 2: 0, 3: 1, 4: 0}",1
510,False,"{'a': 0.025490196078431372, 'e': 0.0196078431372549}",30,18,51.72116731279601,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
511,False,"{'a': 0.025440313111545987, 'e': 0.019569471624266144}",20,9,41.554512437102744,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
512,False,"{'a': 0.025390625, 'e': 0.01953125}",30,16,37.735105415480994,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
513,False,"{'a': 0.025341130604288498, 'e': 0.01949317738791423}",25,7,53.06749748248679,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
514,False,"{'a': 0.02529182879377432, 'e': 0.019455252918287938}",20,13,-19.670800730094665,"{0: 6, 1: 0, 2: 0, 3: 1, 4: 0}",1
515,False,"{'a': 0.02524271844660194, 'e': 0.019417475728155338}",30,12,46.65729705824101,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
516,False,"{'a': 0.025193798449612403, 'e': 0.01937984496124031}",30,20,33.82831924844846,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
517,False,"{'a': 0.025145067698259187, 'e': 0.019342359767891684}",30,0,32.46363785633217,"{0: 29, 1: 0, 2: 0, 3: 0, 4: 1}",0
518,False,"{'a': 0.025096525096525095, 'e': 0.019305019305019305}",20,15,22.53184795890867,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
519,False,"{'a': 0.025048169556840076, 'e': 0.019267822736030827}",25,18,27.14676895992139,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
520,False,"{'a': 0.025, 'e': 0.019230769230769232}",30,19,50.10876472053256,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
521,False,"{'a': 0.02495201535508637, 'e': 0.019193857965451054}",25,19,36.19016438128901,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
522,False,"{'a': 0.02490421455938697, 'e': 0.019157088122605363}",30,12,-25.39390548049004,"{0: 16, 1: 0, 2: 0, 3: 2, 4: 0}",1
523,False,"{'a': 0.0248565965583174, 'e': 0.019120458891013385}",20,9,33.83991348896996,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
