trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
176,False,"{'a': 0.07386363636363637, 'e': 0.056818181818181816}",25,14,42.08994517943633,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
177,False,"{'a': 0.07344632768361582, 'e': 0.05649717514124294}",20,14,39.14086096881997,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
178,False,"{'a': 0.07303370786516854, 'e': 0.056179775280898875}",25,20,42.73947241191778,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
179,False,"{'a': 0.07262569832402235, 'e': 0.055865921787709494}",25,7,72.23839785564975,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
180,False,"{'a': 0.07222222222222222, 'e': 0.05555555555555555}",20,11,0.3591544556738384,"{0: 7, 1: 0, 2: 2, 3: 0, 4: 0}",1
181,False,"{'a': 0.0718232044198895, 'e': 0.055248618784530384}",25,5,-58.15727262483711,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 3}",1
182,False,"{'a': 0.07142857142857142, 'e': 0.054945054945054944}",30,19,63.255872459127296,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
183,False,"{'a': 0.07103825136612021, 'e': 0.0546448087431694}",25,15,-4.378877512633046,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
184,False,"{'a': 0.07065217391304347, 'e': 0.05434782608695652}",20,13,36.5622247213685,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
185,False,"{'a': 0.07027027027027027, 'e': 0.05405405405405406}",20,14,12.456220933547414,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
186,False,"{'a': 0.06989247311827956, 'e': 0.053763440860215055}",25,13,23.17888675903222,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
187,False,"{'a': 0.06951871657754011, 'e': 0.053475935828877004}",20,15,22.79121117118548,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 0}",1
188,False,"{'a': 0.06914893617021277, 'e': 0.05319148936170213}",35,17,-21.001315824393572,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 1}",1
189,False,"{'a': 0.06878306878306878, 'e': 0.05291005291005291}",25,11,-9.548027424683653,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
190,False,"{'a': 0.06842105263157895, 'e': 0.05263157894736842}",25,17,7.531505268193077,"{0: 7, 1: 0, 2: 0, 3: 1, 4: 0}",1
191,False,"{'a': 0.06806282722513089, 'e': 0.05235602094240838}",20,11,7.468397270306035,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
192,False,"{'a': 0.06770833333333333, 'e': 0.052083333333333336}",25,16,38.37776598733714,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
193,False,"{'a': 0.06735751295336788, 'e': 0.05181347150259067}",20,12,37.848115118367005,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
194,False,"{'a': 0.06701030927835051, 'e': 0.05154639175257732}",30,17,-10.194240141389376,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 1}",1
195,False,"{'a': 0.06666666666666667, 'e': 0.05128205128205128}",30,11,84.60335490078535,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
196,False,"{'a': 0.0663265306122449, 'e': 0.05102040816326531}",20,0,3.3093710693946,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
197,False,"{'a': 0.06598984771573604, 'e': 0.050761421319796954}",25,17,30.006315915750555,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
198,False,"{'a': 0.06565656565656566, 'e': 0.050505050505050504}",20,14,-7.30408661220693,"{0: 5, 1: 0, 2: 0, 3: 1, 4: 0}",1
199,False,"{'a': 0.06532663316582915, 'e': 0.05025125628140704}",35,26,37.551524355688464,"{0: 7, 1: 2, 2: 0, 3: 0, 4: 0}",1
200,False,"{'a': 0.065, 'e': 0.05}",25,15,56.71110456043914,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
201,False,"{'a': 0.06467661691542288, 'e': 0.04975124378109453}",25,9,-3.559497662360295,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 1}",1
202,False,"{'a': 0.06435643564356436, 'e': 0.04950495049504951}",20,14,39.16725309059365,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
203,False,"{'a': 0.06403940886699508, 'e': 0.04926108374384237}",30,9,-17.748288889103236,"{0: 18, 1: 0, 2: 2, 3: 1, 4: 0}",1
204,False,"{'a': 0.06372549019607843, 'e': 0.049019607843137254}",20,3,-4.504350821217356,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 1}",1
205,False,"{'a': 0.06341463414634146, 'e': 0.04878048780487805}",25,20,33.566206976458375,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
206,False,"{'a': 0.06310679611650485, 'e': 0.04854368932038835}",25,20,33.239814602906534,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
207,False,"{'a': 0.06280193236714976, 'e': 0.04830917874396135}",20,5,40.42553935391291,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
208,False,"{'a': 0.0625, 'e': 0.04807692307692308}",25,20,23.388487564000467,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
209,False,"{'a': 0.06220095693779904, 'e': 0.04784688995215311}",20,10,-31.195813488628293,"{0: 8, 1: 0, 2: 1, 3: 1, 4: 0}",1
210,False,"{'a': 0.06190476190476191, 'e': 0.047619047619047616}",20,16,32.17707389647671,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
211,False,"{'a': 0.061611374407582936, 'e': 0.04739336492890995}",25,4,39.46032779482057,"{0: 20, 1: 0, 2: 0, 3: 1, 4: 0}",1
212,False,"{'a': 0.06132075471698113, 'e': 0.04716981132075472}",20,7,48.01005309959049,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
213,False,"{'a': 0.06103286384976526, 'e': 0.046948356807511735}",20,3,28.041083500786257,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
214,False,"{'a': 0.06074766355140187, 'e': 0.04672897196261682}",20,12,17.096892032193594,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
215,False,"{'a': 0.06046511627906977, 'e': 0.046511627906976744}",25,0,-91.4613185965249,"{0: 21, 1: 0, 2: 2, 3: 0, 4: 2}",0
216,False,"{'a': 0.06018518518518518, 'e': 0.046296296296296294}",25,17,28.216421711919825,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
217,False,"{'a': 0.059907834101382486, 'e': 0.04608294930875576}",25,8,48.21665822604319,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
218,False,"{'a': 0.05963302752293578, 'e': 0.045871559633027525}",25,10,-27.810102117759413,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 1}",1
219,False,"{'a': 0.0593607305936073, 'e': 0.045662100456621}",20,7,80.44446618540886,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
220,False,"{'a': 0.05909090909090909, 'e': 0.045454545454545456}",30,21,53.741551217762954,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
221,False,"{'a': 0.058823529411764705, 'e': 0.04524886877828054}",20,6,-55.92716004345988,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 1}",1
222,False,"{'a': 0.05855855855855856, 'e': 0.04504504504504504}",20,6,-32.81508337055321,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
223,False,"{'a': 0.05829596412556054, 'e': 0.04484304932735426}",20,16,32.96082746875361,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
224,False,"{'a': 0.05803571428571429, 'e': 0.044642857142857144}",25,15,35.474500047803105,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
225,False,"{'a': 0.057777777777777775, 'e': 0.044444444444444446}",25,14,-5.919604167464979,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 1}",1
226,False,"{'a': 0.05752212389380531, 'e': 0.04424778761061947}",20,10,35.77594394959935,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
227,False,"{'a': 0.05726872246696035, 'e': 0.04405286343612335}",20,5,-18.903925517361465,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 1}",1
228,False,"{'a': 0.05701754385964912, 'e': 0.043859649122807015}",20,14,29.6613742262719,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
229,False,"{'a': 0.056768558951965066, 'e': 0.043668122270742356}",30,14,55.81873407246281,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
230,False,"{'a': 0.05652173913043478, 'e': 0.043478260869565216}",30,20,44.82344992842618,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
231,False,"{'a': 0.05627705627705628, 'e': 0.04329004329004329}",30,17,-59.470594592931896,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 1}",1
232,False,"{'a': 0.05603448275862069, 'e': 0.04310344827586207}",30,16,-48.310024866756144,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 2}",1
233,False,"{'a': 0.055793991416309016, 'e': 0.04291845493562232}",25,6,62.03099549441201,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
234,False,"{'a': 0.05555555555555555, 'e': 0.042735042735042736}",20,16,32.70716686225455,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
235,False,"{'a': 0.05531914893617021, 'e': 0.0425531914893617}",25,2,71.74725771633376,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
236,False,"{'a': 0.05508474576271186, 'e': 0.0423728813559322}",20,12,11.260183316185362,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
237,False,"{'a': 0.05485232067510549, 'e': 0.04219409282700422}",30,18,75.80417062513825,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
238,False,"{'a': 0.0546218487394958, 'e': 0.04201680672268908}",30,22,56.31152925208552,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
239,False,"{'a': 0.05439330543933055, 'e': 0.04184100418410042}",25,13,61.40426438399059,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
240,False,"{'a': 0.05416666666666667, 'e': 0.041666666666666664}",20,0,35.84327235560974,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",1
241,False,"{'a': 0.05394190871369295, 'e': 0.04149377593360996}",25,8,62.626155364552,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
242,False,"{'a': 0.05371900826446281, 'e': 0.04132231404958678}",35,22,23.681176188890632,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
243,False,"{'a': 0.053497942386831275, 'e': 0.0411522633744856}",25,11,30.44508180638112,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
244,False,"{'a': 0.05327868852459016, 'e': 0.040983606557377046}",20,10,-17.078319179289295,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
245,False,"{'a': 0.053061224489795916, 'e': 0.04081632653061224}",20,16,31.731263251699747,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
246,False,"{'a': 0.052845528455284556, 'e': 0.04065040650406504}",30,12,10.841147958947122,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
247,False,"{'a': 0.05263157894736842, 'e': 0.04048582995951417}",30,18,51.79930380585654,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
248,False,"{'a': 0.05241935483870968, 'e': 0.04032258064516129}",20,0,-44.19614332763182,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
249,False,"{'a': 0.05220883534136546, 'e': 0.040160642570281124}",25,10,18.30191660206188,"{0: 13, 1: 1, 2: 1, 3: 0, 4: 0}",1
250,False,"{'a': 0.052, 'e': 0.04}",25,12,69.02463027068978,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
251,False,"{'a': 0.05179282868525897, 'e': 0.0398406374501992}",25,8,-2.570323079520019,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 0}",1
252,False,"{'a': 0.051587301587301584, 'e': 0.03968253968253968}",30,12,11.02780841163094,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 1}",1
253,False,"{'a': 0.05138339920948617, 'e': 0.039525691699604744}",25,0,-53.881325805347934,"{0: 20, 1: 1, 2: 1, 3: 2, 4: 1}",1
254,False,"{'a': 0.051181102362204724, 'e': 0.03937007874015748}",30,20,29.807817693997684,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
255,False,"{'a': 0.050980392156862744, 'e': 0.0392156862745098}",25,16,38.347206488446275,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
256,False,"{'a': 0.05078125, 'e': 0.0390625}",20,11,-9.29893735918648,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 1}",1
257,False,"{'a': 0.05058365758754864, 'e': 0.038910505836575876}",25,18,29.128097722440465,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
258,False,"{'a': 0.050387596899224806, 'e': 0.03875968992248062}",30,15,92.67098334539556,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
259,False,"{'a': 0.05019305019305019, 'e': 0.03861003861003861}",30,14,-1.1862706182090275,"{0: 14, 1: 0, 2: 2, 3: 0, 4: 0}",1
260,False,"{'a': 0.05, 'e': 0.038461538461538464}",30,20,36.59869699218568,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
261,False,"{'a': 0.04980842911877394, 'e': 0.038314176245210725}",25,11,42.388363730930806,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
262,False,"{'a': 0.04961832061068702, 'e': 0.03816793893129771}",25,14,33.106361077524326,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
263,False,"{'a': 0.049429657794676805, 'e': 0.03802281368821293}",20,13,45.94366687788833,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
264,False,"{'a': 0.04924242424242424, 'e': 0.03787878787878788}",20,3,55.67735571209357,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
265,False,"{'a': 0.04905660377358491, 'e': 0.03773584905660377}",20,0,43.79753293723637,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
266,False,"{'a': 0.04887218045112782, 'e': 0.03759398496240601}",35,20,38.12240009260714,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
267,False,"{'a': 0.04868913857677903, 'e': 0.03745318352059925}",20,7,66.11385853367533,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
268,False,"{'a': 0.048507462686567165, 'e': 0.03731343283582089}",30,22,35.73898866375944,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
269,False,"{'a': 0.048327137546468404, 'e': 0.03717472118959108}",35,18,37.838485905427625,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
270,False,"{'a': 0.04814814814814815, 'e': 0.037037037037037035}",30,19,32.529687634506274,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
271,False,"{'a': 0.04797047970479705, 'e': 0.03690036900369004}",35,21,51.5232041833918,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
272,False,"{'a': 0.04779411764705882, 'e': 0.03676470588235294}",25,12,41.70126313623422,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
273,False,"{'a': 0.047619047619047616, 'e': 0.03663003663003663}",20,12,9.365180974366254,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
274,False,"{'a': 0.04744525547445255, 'e': 0.0364963503649635}",25,7,-65.46494365592513,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 2}",1
275,False,"{'a': 0.04727272727272727, 'e': 0.03636363636363636}",25,20,39.26000111319673,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
276,False,"{'a': 0.04710144927536232, 'e': 0.036231884057971016}",20,13,38.038447226247726,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
277,False,"{'a': 0.04693140794223827, 'e': 0.036101083032490974}",25,11,77.43551306871723,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
278,False,"{'a': 0.046762589928057555, 'e': 0.03597122302158273}",20,7,50.38422810858059,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
279,False,"{'a': 0.04659498207885305, 'e': 0.035842293906810034}",25,10,37.517198686553556,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
280,False,"{'a': 0.04642857142857143, 'e': 0.03571428571428571}",30,23,48.65458558075295,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
281,False,"{'a': 0.046263345195729534, 'e': 0.03558718861209965}",25,9,45.968099085880596,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
282,False,"{'a': 0.04609929078014184, 'e': 0.03546099290780142}",25,17,37.055197785763376,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
283,False,"{'a': 0.045936395759717315, 'e': 0.0353356890459364}",20,10,14.195625257034893,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
284,False,"{'a': 0.045774647887323945, 'e': 0.035211267605633804}",25,18,29.12018569746702,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
285,False,"{'a': 0.0456140350877193, 'e': 0.03508771929824561}",25,14,33.847724790108245,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
286,False,"{'a': 0.045454545454545456, 'e': 0.03496503496503497}",20,9,29.89186544390459,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
287,False,"{'a': 0.04529616724738676, 'e': 0.03484320557491289}",20,15,29.776421668696646,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
288,False,"{'a': 0.04513888888888889, 'e': 0.034722222222222224}",20,10,22.681200917144583,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
289,False,"{'a': 0.04498269896193772, 'e': 0.03460207612456748}",25,4,33.01713169926536,"{0: 19, 1: 1, 2: 0, 3: 1, 4: 0}",1
290,False,"{'a': 0.04482758620689655, 'e': 0.034482758620689655}",20,14,14.609297012978365,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
291,False,"{'a': 0.044673539518900345, 'e': 0.03436426116838488}",25,17,35.96088244609686,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
292,False,"{'a': 0.04452054794520548, 'e': 0.03424657534246575}",20,2,54.49029628935834,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
293,False,"{'a': 0.04436860068259386, 'e': 0.034129692832764506}",25,11,11.919309001957004,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
294,False,"{'a': 0.04421768707482993, 'e': 0.034013605442176874}",25,9,47.74800320563708,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
295,False,"{'a': 0.04406779661016949, 'e': 0.03389830508474576}",25,11,-45.5483728280538,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 2}",1
296,False,"{'a': 0.04391891891891892, 'e': 0.033783783783783786}",30,14,64.10125137268984,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
297,False,"{'a': 0.04377104377104377, 'e': 0.03367003367003367}",20,14,41.19782068203324,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
298,False,"{'a': 0.0436241610738255, 'e': 0.03355704697986577}",20,11,52.801592670640034,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
299,False,"{'a': 0.043478260869565216, 'e': 0.033444816053511704}",20,9,45.47423696118495,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
300,False,"{'a': 0.043333333333333335, 'e': 0.03333333333333333}",20,14,30.369839247751738,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
301,False,"{'a': 0.04318936877076412, 'e': 0.03322259136212625}",20,7,51.27744194360227,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
302,False,"{'a': 0.04304635761589404, 'e': 0.033112582781456956}",25,14,55.20167328461833,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
303,False,"{'a': 0.0429042904290429, 'e': 0.033003300330033}",25,0,13.676681017137152,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
304,False,"{'a': 0.04276315789473684, 'e': 0.03289473684210526}",20,3,0.7726368352608723,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 1}",1
305,False,"{'a': 0.04262295081967213, 'e': 0.03278688524590164}",30,9,-37.50626769664559,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 2}",1
306,False,"{'a': 0.042483660130718956, 'e': 0.032679738562091505}",25,16,53.8087483071191,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
307,False,"{'a': 0.04234527687296417, 'e': 0.03257328990228013}",20,14,10.375067521022151,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
308,False,"{'a': 0.04220779220779221, 'e': 0.032467532467532464}",20,2,24.151768146097893,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
309,False,"{'a': 0.042071197411003236, 'e': 0.032362459546925564}",35,20,56.593260500429665,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
310,False,"{'a': 0.041935483870967745, 'e': 0.03225806451612903}",25,13,39.78378907060363,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
311,False,"{'a': 0.04180064308681672, 'e': 0.03215434083601286}",25,13,-15.144645594552934,"{0: 10, 1: 1, 2: 0, 3: 1, 4: 0}",1
312,False,"{'a': 0.041666666666666664, 'e': 0.03205128205128205}",20,6,29.0053118190785,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
313,False,"{'a': 0.04153354632587859, 'e': 0.03194888178913738}",30,10,61.744634372335085,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
314,False,"{'a': 0.041401273885350316, 'e': 0.03184713375796178}",25,15,32.991709229370315,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
315,False,"{'a': 0.04126984126984127, 'e': 0.031746031746031744}",20,15,30.255866964713444,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
316,False,"{'a': 0.04113924050632911, 'e': 0.03164556962025317}",20,10,34.59587454942156,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
317,False,"{'a': 0.04100946372239748, 'e': 0.031545741324921134}",30,18,59.69887963074012,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
318,False,"{'a': 0.040880503144654086, 'e': 0.031446540880503145}",20,14,36.538111953146554,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
319,False,"{'a': 0.04075235109717868, 'e': 0.03134796238244514}",25,9,25.304437855617888,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 1}",1
320,False,"{'a': 0.040625, 'e': 0.03125}",20,16,23.578717423651725,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
321,False,"{'a': 0.040498442367601244, 'e': 0.03115264797507788}",20,16,31.467776319184594,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
322,False,"{'a': 0.040372670807453416, 'e': 0.031055900621118012}",20,11,27.391058043428988,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
323,False,"{'a': 0.04024767801857585, 'e': 0.030959752321981424}",20,3,16.728870994284115,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 1}",1
324,False,"{'a': 0.040123456790123455, 'e': 0.030864197530864196}",30,0,-1.6062681606983609,"{0: 28, 1: 0, 2: 1, 3: 1, 4: 0}",0
325,False,"{'a': 0.04, 'e': 0.03076923076923077}",20,15,30.6055816179296,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
326,False,"{'a': 0.03987730061349693, 'e': 0.03067484662576687}",30,13,64.56352513854593,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
327,False,"{'a': 0.039755351681957186, 'e': 0.03058103975535168}",25,14,2.829874953653044,"{0: 10, 1: 0, 2: 0, 3: 1, 4: 0}",1
328,False,"{'a': 0.039634146341463415, 'e': 0.03048780487804878}",20,0,-51.85579069229739,"{0: 16, 1: 1, 2: 2, 3: 1, 4: 0}",0
329,False,"{'a': 0.03951367781155015, 'e': 0.030395136778115502}",20,10,51.45990473001088,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
330,False,"{'a': 0.03939393939393939, 'e': 0.030303030303030304}",25,11,6.590289927107658,"{0: 13, 1: 0, 2: 0, 3: 1, 4: 0}",1
331,False,"{'a': 0.03927492447129909, 'e': 0.030211480362537766}",30,8,-39.60219304076911,"{0: 19, 1: 0, 2: 2, 3: 1, 4: 0}",1
332,False,"{'a': 0.0391566265060241, 'e': 0.030120481927710843}",25,12,1.6756238047868015,"{0: 11, 1: 1, 2: 0, 3: 1, 4: 0}",1
333,False,"{'a': 0.03903903903903904, 'e': 0.03003003003003003}",20,11,54.799275554540124,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
334,False,"{'a': 0.038922155688622756, 'e': 0.029940119760479042}",25,15,35.115979829794924,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
335,False,"{'a': 0.03880597014925373, 'e': 0.029850746268656716}",25,13,11.440472532824343,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
336,False,"{'a': 0.03869047619047619, 'e': 0.02976190476190476}",30,19,53.22539631893404,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
337,False,"{'a': 0.03857566765578635, 'e': 0.02967359050445104}",20,9,41.85649677840134,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
338,False,"{'a': 0.038461538461538464, 'e': 0.029585798816568046}",25,0,66.52334998996699,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
339,False,"{'a': 0.038348082595870206, 'e': 0.029498525073746312}",25,13,50.810091278602584,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
340,False,"{'a': 0.03823529411764706, 'e': 0.029411764705882353}",25,14,-53.38291665223017,"{0: 9, 1: 0, 2: 0, 3: 1, 4: 1}",1
341,False,"{'a': 0.03812316715542522, 'e': 0.02932551319648094}",25,7,73.30923219846248,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
342,False,"{'a': 0.038011695906432746, 'e': 0.029239766081871343}",30,17,1.1288808437781181,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 1}",1
343,False,"{'a': 0.037900874635568516, 'e': 0.029154518950437316}",25,10,47.8940391570593,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
344,False,"{'a': 0.0377906976744186, 'e': 0.029069767441860465}",30,19,42.86399145512344,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
345,False,"{'a': 0.03768115942028986, 'e': 0.028985507246376812}",30,17,-10.093762607915338,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 1}",1
346,False,"{'a': 0.03757225433526012, 'e': 0.028901734104046242}",25,2,44.23374448630694,"{0: 22, 1: 0, 2: 1, 3: 0, 4: 0}",1
347,False,"{'a': 0.037463976945244955, 'e': 0.02881844380403458}",30,21,41.36341018102878,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
348,False,"{'a': 0.03735632183908046, 'e': 0.028735632183908046}",30,20,55.480844171921504,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
349,False,"{'a': 0.03724928366762178, 'e': 0.02865329512893983}",30,12,-34.624909886577704,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 2}",1
